uid,title,url,image,contenttype,serie,year,normalized,characters,firstparagraph,allpixels,paperpixels,paintedpixels,description,country,duration,seconds,mp3,interviews
t-119,"La leche materna de las cordobesas, una de las más ricas en antioxidantes",https://unciencia.unc.edu.ar/salud/la-leche-materna-de-las-cordobesas-una-de-las-mas-ricas-en-antioxidantes/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/4/files/sites/4/2017/08/la-leche-materna-de-las-cordobesas-una-de-las-mas-ricas-en-antioxidantes.jpg,Artículos,Salud,2017,0.213603,5628.0,Un estudio en el que participaron 116 madres adultas determinó que la media de polifenoles presentes en su leche fue de 53&#x2c;27 mg/L (miligramos por litro)&#x2c; una cantidad muy superior a la registrada en otras partes del mundo. El dato adquiere relevancia por el rol protector que estas sustancias desempeñan en la salud del lactante y en la prevención de distintas enfermedades. En Argentina&#x2c; es la primera vez que un equipo de investigadores cuantifica ese valor&#x2c; y ahora buscan establecer las causas de ese elevado nivel. Del 1 al 7 de agosto se celebra la Semana Mundial de la Lactancia Materna. [03.08.2017],,,,,,,,,
t-120,"Volcanes en Córdoba: inactivos, pero beneficiosos para la industria",https://unciencia.unc.edu.ar/geologia/volcanes-en-cordoba-inactivos-pero-beneficiosos-para-la-industria/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/4/files/sites/4/2017/07/volcanes-en-cordoba-inactivos-pero-beneficiosos-para-la-industria.jpg,Artículos,Geología,2017,0.416199,10966.0,En Pocho y Sierra de los Cóndores&#x2c; al noroeste de la capital provincial&#x2c; existen dos complejos de volcanes. Hoy extintos&#x2c; ambos tuvieron diferentes orígenes y desplegaron gran actividad en diferentes momentos: el primero&#x2c; hace cinco millones de años&#x2c; y el segundo&#x2c; hace 120 millones de años. Investigadores de la UNC estudian esas estructuras geológicas para reconocer las características que tuvo el paisaje cordobés en ese pasado lejano e identificar los recursos naturales que generaron. ¿Su legado más importante? Las reservas de materiales que actualmente se utilizan ampliamente en la construcción. [27.07.2017],,,,,,,,,
t-121,El desafío de incluir: adaptan cine para personas ciegas y sordas,https://unciencia.unc.edu.ar/inclusion/el-desafio-de-incluir-adaptan-cine-para-personas-ciegas-y-sordas/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/4/files/sites/4/2017/06/el-desafio-de-incluir-adaptan-cine-para-personas-ciegas-y-sordas.jpg,Artículos,Inclusión,2017,0.226431,5966.0,En Pocho y Sierra de los Cóndores&#x2c; al noroeste de la capital provincial&#x2c; existen dos complejos de volcanes. Hoy extintos&#x2c; ambos tuvieron diferentes orígenes y desplegaron gran actividad en diferentes momentos: el primero&#x2c; hace cinco millones de años&#x2c; y el segundo&#x2c; hace 120 millones de años. Investigadores de la UNC estudian esas estructuras geológicas para reconocer las características que tuvo el paisaje cordobés en ese pasado lejano e identificar los recursos naturales que generaron. ¿Su legado más importante? Las reservas de materiales que actualmente se utilizan ampliamente en la construcción. [27.07.2017],,,,,,,,,
t-122,Rita Segato: “El aula universitaria es el lugar del gozo autoritario del profesor”,https://unciencia.unc.edu.ar/genero/rita-segato-el-aula-universitaria-es-el-lugar-del-gozo-autoritario-del-profesor/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/4/files/sites/4/2017/06/rita-segato-201cel-aula-universitaria-es-el-lugar-del-gozo-autoritario-del-profesor201d.jpg,Artículos,Género,2017,0.361508,9525.0,Para la antropóloga e intelectual feminista&#x2c; el aula universitaria es el espacio donde muchos hombres instauran “su pequeño reinado”. Un lugar en el que reparan frustraciones y fracasos&#x2c; y ponen en práctica una “pedagogía del autoritarismo”. A días de realizarse una nueva marcha convocada por el colectivo “Ni una menos”&#x2c; la especialista analiza la cuestión de género en el ámbito universitario&#x2c; donde hacen foco buena parte de los estudios actuales sobre la temática. Y enciende luz roja sobre la instalación de un tipo de fundamentalismo en el espacio público&#x2c; con el propósito de amedrentar a la mujer&#x2c; y como parte de una agenda internacional de poder. [01.06.2017],,,,,,,,,
t-123,Peperina: cómo preservar una especie icónica de Córdoba,https://unciencia.unc.edu.ar/agronomia/peperina-como-preservar-una-especie-iconica-de-cordoba/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/4/files/sites/4/2017/05/peperina-como-preservar-una-especie-iconica-de-cordoba.jpg,Artículos,Agronomía,2017,0.157507,4150.0,Investigadores de la Facultad de Ciencias Agropecuarias de la UNC proponen alternativas para el aprovechamiento sustentable y la conservación de la tradicional aromática cordobesa. Han registrado un cultivar de una variedad de esta planta&#x2c; para favorecer su cultivo industrial. Advierten que muchas de las propiedades medicinales de los «yuyitos» no están comprobadas empíricamente e incluso pueden existir contraindicaciones cuando son utilizados incorrectamente. [19.05.2017],,,,,,,,,
t-124,Avanzan en la producción de un medicamento de origen natural para la diabetes,https://unciencia.unc.edu.ar/salud/avanzan-en-la-produccion-de-un-medicamento-de-origen-natural-para-la-diabetes/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/4/files/sites/4/2017/04/diabetes-medicamento-de-origen-natural.jpg,Artículos,Salud,2017,0.179786,4737.0,Un grupo de investigadores argentinos y cubanos trabaja en la producción de un fármaco elaborado a partir de una planta con comprobadas propiedades antidiabéticas. El desarrollo sirve para el tratamiento de la diabetes tipo 2&#x2c; la más común en la población. Capacidad para reducir el nivel de glucosa en sangre de manera gradual y mejor tolerancia al tratamiento crónico son dos ventajas que ofrece el producto&#x2c; en comparación con las drogas que se utilizan actualmente. [20.04.2017],,,,,,,,,
t-125,Arte y ciencia para acercarse al medioambiente,https://unciencia.unc.edu.ar/arte/arte-y-ciencia-para-acercarse-al-medioambiente/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/4/files/sites/4/2017/04/arte-y-ciencia-para-acercarse-al-medioambiente.jpg,Artículos,Arte,2017,0.528389,13922.0,«Campamento de dibujo» es un proyecto que buscó vincular artistas y científicos para compartir e intercambiar sus formas de abordar y conocer el mundo. La experiencia&#x2c; avalada por el Instituto Multidisciplinario de Biología Vegetal&#x2c; se llevó a cabo en el Parque Nacional Quebrada del Condorito&#x2c; en las Sierras Grandes de Córdoba. Convocó a investigadores de cuatro institutos de doble dependencia (UNC-Conicet)&#x2c; alumnos de escuelas rurales y público en general. La iniciativa fue impulsada por la reconocida artista Irene Kopelman&#x2c; egresada de la Facutad de Artes UNC&#x2c; y obtuvo el primer premio en la Bienal Fundación Medifé Arte y Medio Ambiente. [12.04.2017],,,,,,,,,
t-126,Un ingenioso método para combatir los alacranes: enfermarlos con parásitos,https://unciencia.unc.edu.ar/biologia/un-ingenioso-metodo-para-combatir-los-alacranes-enfermarlos-con-parasitos/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/4/files/sites/4/2017/03/un-ingenioso-metodo-para-combatir-los-alacranes-enfermarlos-con-parasitos.jpg,Artículos,Biología,2017,0.128321,3381.0,En ensayos de laboratorio&#x2c; investigadores de la UNC prueban el efecto letal que desencadena un tipo especial de parásitos al ingresar al cuerpo del Tityus trivittatus&#x2c; el escorpión más peligroso de Argentina. Sucede que el parásito deposita bacterias y estas a su vez liberan una toxina fatal. Los primeros resultados son alentadores. Con este sistema de control biológico&#x2c; el 80% de los alacranes expuestos durante seis días a estos nematodos falleció. El desafío a futuro es llevar el experimento a escala doméstica. En Córdoba&#x2c; las picaduras de escorpiones produjeron el año pasado 1.134 envenenamientos. [23.03.2017],,,,,,,,,
t-127,Personas trans | Buscan evitar el mal uso de medicamentos en tratamientos para cambiar de sexo,https://unciencia.unc.edu.ar/salud/personas-trans-buscan-evitar-el-mal-uso-de-medicamentos-en-tratamientos-para-cambiar-de-sexo/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/4/files/sites/4/2017/03/personas-trans-buscan-evitar-el-mal-uso-de-medicamentos-en-tratamientos-para-cambiar-de-sexo.jpg,Artículos,Salud,2017,0.179103,4719.0,El Centro de Información de Medicamentos (Cime) de la UNC generó un informe que sistematiza datos sobre los tratamientos farmacológicos para personas trans. Está dirigido a facilitar procedimientos médicos&#x2c; a promover el conocimiento sobre los tratamientos farmacológicos específicos usados en la transexualidad&#x2c; y a prevenir el mal uso de medicamentos. El documento recuerda que está prohibida la infiltración en el cuerpo de aceites y silicona líquida no autorizadas para uso humano&#x2c; como material de relleno. [15.03.2017],,,,,,,,,
t-128,Idean una plantilla para evitar la formación de úlceras en los pies de personas diabéticas,https://unciencia.unc.edu.ar/biomedicina/idean-una-plantilla-para-evitar-la-formacion-de-ulceras-en-los-pies-de-personas-diabeticas/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/4/files/sites/4/2017/03/idean-una-plantilla-para-evitar-la-formacion-de-ulceras-en-los-pies-de-personas-diabeticas.jpg,Artículos,Biomedicina,2017,0.221838,5845.0,Mide las presiones que soportan las extremidades inferiores durante el transcurso del día. Un módulo dentro de la plantilla envía esos datos por bluetooth al celular del usuario para que luego sean evaluados por el médico. Cuando detecta niveles muy elevados&#x2c; alerta al paciente para que corrija la postura o revise el calzado. La plantilla fue realizada con tecnología de impresión en 3D y  desarrollada como trabajo final de la carrera de Ingeniería Biomédica de la UNC. En Argentina&#x2c; una de cada 10 personas padece diabetes. [09.03.2017],,,,,,,,,
t-129,Descubren un nuevo tipo de células fotosensibles en el ojo,https://unciencia.unc.edu.ar/oftalmologia/descubren-un-nuevo-tipo-de-celulas-fotosensibles-en-el-ojo/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/4/files/sites/4/2017/02/descubren-un-nuevo-tipo-de-celulas-fotosensibles-en-el-ojo.jpg,Artículos,Oftalmología,2017,0.205329,5410.0,Se trata de células horizontales que expresan un fotopigmento denominado melanopsina x. El hallazgo fue realizado por científicos del Centro de Investigaciones en Química Biológica de Córdoba (Conicet-UNC) y el trabajo fue publicado en la prestigiosa revista Proceedings of the National Academy of Sciences. [17.02.2017],,,,,,,,,
t-130,Los niños de familias de bajos recursos tienen una concepción más “solidaria” del dinero,https://unciencia.unc.edu.ar/psicologia/los-ninos-de-familias-de-bajos-recursos-tienen-una-concepcion-mas-solidaria-del-dinero/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2018/11/2018-11-01-Los-ni%C3%B1os-de-familias-1920x944-c-default.jpg,Artículos,Psicología,2018,0.164035,4322.0,El dato se desprende de un estudio exploratorio hecho con niños de 5 a 7 años de escuelas públicas y privadas de Córdoba. [01.11.2018],,,,,,,,,
t-131,Proyecto Relámpago | En una semana comienza la “caza” de tormentas extremas en Córdoba,https://unciencia.unc.edu.ar/fisica/proyecto-relampago-en-una-semana-comienza-la-caza-de-tormentas-extremas-en-cordoba/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2018/11/2018-10-24-Proyecto-Rel%C3%A1mpago-1920x944-c-default.jpg,Artículos,Física,2018,0.157128,4140.0,El 31 de octubre&#x2c; cuando haya finalizado la instalación de los aparatos provistos por la Nasa y la NOAA&#x2c; iniciará la recolección de datos&#x2c; que se extenderá durante noviembre y diciembre. El objetivo es realizar una radiografía detallada de las tormentas que ocurren en la provincia&#x2c; ubicadas entre las más intensas del mundo&#x2c; según la hipótesis de los científicos que llevan adelante la iniciativa. Utilizarán radares&#x2c; antenas para captar las descargas eléctricas e incluso lásers para medir el tamaño de las gotas de lluvia. [24.10.2018],,,,,,,,,
t-132,"Miriani Pastoriza, la mujer que revolucionó la astronomía",https://unciencia.unc.edu.ar/genero/miriani-pastoriza-la-mujer-que-revoluciono-la-astronomia/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2018/11/2018-10-17-Miriani-Pastoriza-1024x503.jpg,Artículos,Género,2018,0.268521,7075.0,Para Miriani Pastoriza&#x2c; una joven oriunda de Santiago del Estero&#x2c; 1965 marcó un punto de inflexión en su vida. Ese año no solo se convirtió en la primera mujer en la Universidad Nacional de Córdoba en graduarse como licenciada en astronomía. También publicó junto a José Luis Sérsic&#x2c; su director de tesis&#x2c; un trabajo sobre formación estelar en galaxias que revolucionó ese campo de estudio y todavía es una referencia ineludible para los estudios actuales.,,,,,,,,,
t-133,Dora Barrancos: “La ciencia occidental tiene un fuerte sesgo de género”,https://unciencia.unc.edu.ar/genero/dora-barrancos-la-ciencia-occidental-tiene-un-fuerte-sesgo-de-genero/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2018/11/2018-10-08-Dora-Barrancos-1024x503.jpg,Artículos,Género,2018,0.369326,9731.0,La socióloga e historiadora feminista discute la pretendida objetividad científica y apunta que la ciencia occidental fue construida desde una visión androcéntrica del mundo&#x2c; que invisibilizó la participación de la mujer en la producción de conocimiento. Hoy Argentina se ubica entre los primeros países del mundo con mayor cantidad de investigadoras mujeres (53%)&#x2c; superando a Europa y Estados Unidos (32%). Pero Barrancos advierte que esto no significa que se hayan alterado las relaciones de poder y ni quiénes ocupan los puestos decisorios. La necesidad de una mayor autoconciencia y organización entre las científicas&#x2c; entre los temas abordados en esta entrevista. [08.10.2018],,,,,,,,,
t-134,"SAOCOM 1A, el satélite 100% argentino que aportará una nueva mirada del planeta",https://unciencia.unc.edu.ar/tecnologia/saocom-1a-el-satelite-100-argentino-que-aportara-una-nueva-mirada-del-planeta/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2018/12/2018-10-05-1024x576.jpg,Artículos,Tecnología,2018,0.343518,9051.0,El domingo 7 de octubre se lanzará al espacio un nuevo satélite argentino: el SAOCOM 1 A. Este instrumento de teleobservación&#x2c; forma parte del Sistema Ítalo Argentino de Satélites para la Gestión de Emergencias (SIASGE). Además del know how que deja su desarrollo&#x2c; el Instituto Gulich generó un posgrado especial destinado a formar profesionales altamente calificados que puedan trabajar con los nuevos datos que comenzará a aportar el SAOCOM 1 A. El domingo&#x2c; Curiosos por Naturaleza emitirá un especial sobre este nuevo satélite&#x2c; a las 19.30&#x2c; por Canal 10. [05.10.2018],,,,,,,,,
t-135,Científicos argentinos proponen una nueva explicación para los tsunamis solares,https://unciencia.unc.edu.ar/astronomia/cientificos-argentinos-proponen-una-nueva-explicacion-para-los-tsunamis-solares/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2018/11/2018-09-26-Cient%C3%ADficos-argentinos-1920x944-c-default.jpg,Artículos,Astronomía,2018,0.144755,3814.0,Con simulaciones en supercomputadoras&#x2c; investigadores de la UNC y la Universidad Nacional de San Juan lograron identificaron las condiciones especiales que deben darse para que se desencadenan estos fenómenos. Denominados “ondas Moreton”&#x2c; estos tsunamis son olas de material caliente&#x2c; de hasta cien mil grados centígrados&#x2c; que se desplazan a velocidades que rondan los millones de kilómetros por hora en la capa media de la atmósfera solar. [26.09.2018],,,,,,,,,
t-136,Logran predecir la popularidad de una publicación en Twitter con un 87% de efectividad,https://unciencia.unc.edu.ar/computacion/logran-predecir-la-popularidad-de-una-publicacion-en-twitter-con-un-87-de-efectividad/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2018/11/2018-09-20-Logran-predecir-la-popularidad-1024x503.jpg,Artículos,Computación,2018,0.207568,5469.0,Dos tesis de la Facultad de Matemática&#x2c; Astronomía&#x2c; Física y Computación (FaMAF) de la UNC analizaron el comportamiento de usuarios e “influencers” en esa red social&#x2c; que en Argentina suma doce millones de seguidores. La novedad es que las predicciones fueron realizadas en base al entorno de los usuarios y no al contenido de los mensajes. Los autores del trabajo darán una charla el viernes en la Feria del Libro y el Conocimiento. [20.09.2018],,,,,,,,,
t-137,"En la ciudad de Córdoba, el 78 % de los niños escolarizados consume un desayuno inadecuado",https://unciencia.unc.edu.ar/alimentacion/en-la-ciudad-de-cordoba-el-78-de-los-ninos-escolarizados-consume-un-desayuno-inadecuado/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2018/11/2018-08-23-En-la-ciudad-de-C%C3%B3rdoba-1920x944-c-default.jpg,Artículos,Alimentación,2018,0.23998,6323.0,Así lo indica una investigación realizada en la Escuela de Nutrición de la UNC&#x2c; que entre 2016 y 2017 trabajó con más de 230 niños de escuelas primarias&#x2c; públicas y privadas&#x2c; de la capital provincial. Según el estudio&#x2c; 9 de cada 10 niños desayuna&#x2c; pero la mayoría realiza una ingesta deficiente en relación a su composición y su aporte energético. [23.08.2018],,,,,,,,,
t-138,"Descubren que el Omega 3 disminuye el daño cerebral en el feto, causado por el consumo de alcohol durante el embarazo",https://unciencia.unc.edu.ar/salud/descubren-que-el-omega-3-disminuye-el-dano-cerebral-en-el-feto-causado-por-el-consumo-de-alcohol-durante-el-embarazo/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2018/12/2018-08-16-1024x576.jpg,Artículos,Salud,2018,0.260817,6872.0,Estudios realizados en modelos animales demuestran que ese aceite esencial&#x2c; encontrado en forma natural en pescados y frutos secos&#x2c; protege la membrana de las neuronas destruidas por la ingesta aguda de alcohol por parte de la madre&#x2c; durante el tercer trimestre de gestación. Particularmente&#x2c; las pruebas realizadas en ratas de laboratorio revelan que el Omega 3 disminuye a niveles normales la hiperactividad de los recién nacidos&#x2c; una de las conductas afectadas por la exposición al alcohol. Los resultados fueron obtenidos por científicos de la UNC y el Conicet&#x2c; y serán publicados próximamente en la revista internacional Psychopharmacology. [16.08.2018],,,,,,,,,
t-139,Solo tres médicas de la Maternidad Nacional garantizan en Córdoba la interrupción legal del embarazo,https://unciencia.unc.edu.ar/salud/solo-tres-medicas-de-la-maternidad-nacional-garantizan-en-cordoba-la-interrupcion-legal-del-embarazo/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2018/11/2018-08-07-Solo-tres-m%C3%A9dicas-de-la-Maternidad-1920x944-c-default.jpg,Artículos,Salud,2018,1.0,26348.0,Este miércoles 8 de agosto&#x2c; la interrupción voluntaria del embarazo puede transformarse en ley. Pero más allá o más acá de esa posibilidad&#x2c; hoy en Córdoba se vulnera un derecho consagrado hace casi cien años por la legislación argentina: la interrupción legal del embarazo&#x2c; reconocida desde 1921 en el Código Penal para los causales de violación y riesgo de vida o salud de la mujer. Si bien la interrupción en estos casos fue avalada por la Corte Suprema de la Nación en 2012 (fallo FAL)&#x2c; en la provincia de Córdoba su aplicación está frenada por un amparo de la asociación Portal de Belén. UNCiencia dialogó con Gladys Ponte&#x2c; médica ginecóloga&#x2c; docente de la Facultad de Ciencias Médicas (UNC) e integrante del Departamento de Salud Reproductiva de la Maternidad Nacional&#x2c; una de las tres profesionales que garantizan&#x2c; en una provincia de tres millones y medio de habitantes&#x2c; el acceso a ese derecho. [07.08.2018],,,,,,,,,
t-140,La envidia puede ser inspiradora y un motivo para mejorar,https://unciencia.unc.edu.ar/psicologia/la-envidia-puede-ser-inspiradora-y-un-motivo-para-mejorar/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2018/11/2018-07-25-La-envidia-1024x503.jpg,Artículos,Psicología,2018,0.264195,6961.0,Así lo confirma un estudio en el que participaron estudiantes de entre 18 y 25 años de la Universidad Nacional de Córdoba. El trabajo&#x2c; realizado por investigadores de la Facultad de Psicología&#x2c; es una de las pocas exploraciones a nivel local sobre la temática&#x2c; que evidencia la existencia de otra forma de envidia.[25.07.2018],,,,,,,,,
t-141,Reflexiones en el centenario de la Reforma Universitaria,https://unciencia.unc.edu.ar/opinion/reflexiones-en-el-centenario-de-la-reforma-universitaria/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2018/11/2018%E2%80%A6.-Reflexiones-en-el-centenario-1920x944-c-default.jpg,Artículos,Columna de opinión,2018,0.021102,556.0,Las banderas que levantaron los jóvenes reformistas en 1918 modificaron sustancialmente la Universidad de Córdoba de aquel tiempo. Pero sus postulados continúan vigentes: nos recuerdan que la educación pública y el pensamiento crítico son valores irrenunciables. A cien años de aquel acontecimiento histórico que&#x2c; pujado por los estudiantes&#x2c; sacudió los cimientos de la enseñanza superior y se abrió al mundo entero&#x2c; UNCiencia	 invita a pensar el significado profundo de la Reforma Universitaria&#x2c; y su impacto en el ámbito educativo&#x2c; científico y cultural.,,,,,,,,,
t-142,"Arqueología Pública, recuperando el pasado indígena junto a las comunidades",https://unciencia.unc.edu.ar/arqueologia/arqueologia-publica-recuperando-el-pasado-indigena-junto-a-las-comunidades/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2018/12/2018-05-16-1024x576.jpg,Artículos,Arqueología,2018,0.397943,10485.0,Hasta el 23 de mayo permanecerá en exhibición la muestra “Historias escritas en los huesos: los pobladores de la costa sur de la laguna Mar Chiquita”&#x2c; en el Museo Histórico Municipal San José&#x2c; de la localidad Balnearia&#x2c; en el interior de Córdoba. La muestra recrea –a través de ilustraciones y textos&#x2c;  basándose en información científica– cómo era la vida cotidiana de las comunidades indígenas hace mil&#x2c; dos mil e incluso cuatro mil años antes del presente. Es resultado de una década de trabajo del Programa de Arqueología Pública del Museo de Antropología y la Secretaría de Extensión de la FFyH UNC. [16.05.2018],,,,,,,,,
t-143,El uso de WhatsApp puede mejorar las competencias lingüísticas de alumnos del secundario,https://unciencia.unc.edu.ar/lenguas/el-uso-de-whatsapp-puede-mejorar-las-competencias-linguisticas-de-alumnos-del-secundario/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2018/11/2018-05-09-El-uso-de-WhatsApp-1024x503.jpg,Artículos,Lenguas,2018,0.323326,8519.0,Así lo sugiere una investigación realizada en la Facultad de Lenguas de la Universidad Nacional de Córdoba. A contramano de algunas posturas críticas sobre el uso del ciberlenguaje en las aulas&#x2c; el estudio indica que los usuarios de la aplicación incrementan su exposición a la escritura&#x2c; mejoran su capacidad de regular sus procesos de aprendizaje y desarrollan conciencia fonológica. El trabajo concluye&#x2c; además&#x2c; que el uso de la mensajería instantánea a través de WhatsApp estimula la creatividad lingüística y no empeora la ortografía de los usuarios. [09.05.2018],,,,,,,,,
t-144,Recomiendan regular la importación de tortugas exóticas por su potencial invasor,https://unciencia.unc.edu.ar/biologia/recomiendan-regular-la-importacion-de-tortugas-exoticas-por-su-potencial-invasor/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2018/11/2018-04-05-Recomiendan-regular-1024x503.jpg,Artículos,Biología,2018,0.214665,5656.0,Más de 5600 tortugas de agua dulce ingresaron legalmente a Argentina entre 2000 y 2012&#x2c; para ser comercializadas como mascotas. Investigadores advierten que estas especies foráneas podrían establecerse en el noreste del país y causar diversos problemas ambientales&#x2c; entre ellos un aumento en la mortalidad de sus pares nativas por desplazamiento competitivo&#x2c; hibridación&#x2c; contaminación genética. En última instancia&#x2c; una colonización podría derivar en la potencial pérdida del genotipo nativo. [05.04.2018],,,,,,,,,
t-145,Santos populares: en las buenas y en las malas,https://unciencia.unc.edu.ar/antropologia/santos-populares-en-las-buenas-y-en-las-malas/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2018/12/2018-03-28-1024x576.jpg,Artículos,Antropología,2018,0.297973,7851.0,Una investigación antropológica indaga sobre la fe en los sectores populares&#x2c; especialmente sobre dos figuras: San La Muerte y Pombagira. Los relatos de los creyentes permiten reflexionar sobre cómo son ayudados por estos santos de «moralidad ambigua»&#x2c; para enfrentar situaciones de vida que se consideran injustas&#x2c; humillantes o violentas. [28.03.2018],,,,,,,,,
t-146,Identifican el mecanismo de crecimiento del grafeno sobre metales,https://unciencia.unc.edu.ar/quimica/identifican-el-mecanismo-de-crecimiento-del-grafeno-sobre-metales/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2018/11/2018-03-22-Identifican-el-mecanismo-1024x503.jpg,Artículos,Química,2018,0.276985,7298.0,Científicos de la Facultad de Ciencias Químicas lograron explicar cómo el grafeno incorpora átomos de carbono y&#x2c; de esa manera&#x2c; aumenta su superficie al hallarse sobre una lámina de níquel. El avance marca un punto de inflexión porque abre la posibilidad de diseñar nuevas estrategias para la producción de lo que se considera el material más promisorio para la industria tecnológica. Para comprender el proceso&#x2c; durante prácticamente un mes realizaron simulaciones en una de las supercomputadoras del Centro de Cómputos de Alto Desempeño de la UNC El trabajo fue realizado en colaboración con investigadores de Italia y publicado días pasados en la prestigiosa revista Science.  [22.03.2018],,,,,,,,,
t-147,Cáncer: crean plataforma de búsqueda de drogas selectivas,https://unciencia.unc.edu.ar/salud/cancer-crean-plataforma-de-busqueda-de-drogas-selectivas/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2018/12/2018-03-15-1024x576.jpg,Artículos,Salud,2018,0.327084,8618.0,El desarrollo tecnológico permite buscar&#x2c; con una alta capacidad de análisis&#x2c; compuestos activos selectivos con un blanco preciso: atacar únicamente a las células tumorales&#x2c; sin dañar a las saludables. Ya llevan identificados 23 compuestos citotóxicos provenientes de las plantas nativas de Córdoba y de la farmacéutica GlaxoSmithKline que&#x2c; por primera vez&#x2c; comparte su banco de drogas con una institución académica. El trabajo se realiza en el Laboratorio de Letalidad Sintética de la UNC&#x2c; en coordinación con el Instituto Leloir&#x2c; y apunta al desarrollo de fármacos contra el cáncer de mama y ovario. [15.03.2018],,,,,,,,,
t-148,"En una universidad de cuatro siglos, hace solo 70 años que las mujeres ganaron un lugar",https://unciencia.unc.edu.ar/genero/en-una-universidad-de-cuatro-siglos-hace-solo-70-anos-que-las-mujeres-ganaron-un-lugar/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2018/11/2018-03-08-En-una-universidad-de-cuatro-siglos-1024x503.jpg,Artículos,Género,2018,0.410581,10818.0,Si se revisan los documentos&#x2c; las fotos&#x2c; las crónicas de época de la Reforma Universitaria de 1918&#x2c; punta de lanza de la democratización de la universidad&#x2c; una primera conclusión salta a la vista: en la historia de la gesta&#x2c; epicentro de un movimiento de escala continental&#x2c; no aparece una sola voz&#x2c; un solo rostro&#x2c; una sola firma de mujer. [08.03.2018],,,,,,,,,
t-149,La invasión de siempreverdes pone en riesgo la diversidad de aves en las Sierras Chicas de Córdoba,https://unciencia.unc.edu.ar/biologia/la-invasion-de-siempreverdes-pone-en-riesgo-la-diversidad-de-aves-en-las-sierras-chicas-de-cordoba/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2018/11/2018-03-02-La-invasi%C3%B3n-de-siempreverdes-1920x944-c-default.jpg,Artículos,Biología,2018,0.124412,3278.0,Entre 1983 y 2009&#x2c; el área dominada por siempreverdes en esa región de la geografía provincial aumentó 76 veces. Investigadores estiman que el 20% de bosque nativo de esa zona está cubierto con esta especie de árboles&#x2c; cuya penetración genera pérdida de biodiversidad&#x2c; empobrece la estructura vertical del bosque serrano y afecta a numerosas especies animales. En las áreas no invadidas se detectaron 24 especies de aves más que en los siempreverdales. [02.03.2018],,,,,,,,,
t-150,"Alertan sobre el consumo de un hongo silvestre similar al champiñón, pero altamente peligroso para la salud",https://unciencia.unc.edu.ar/biologia/alertan-sobre-el-consumo-de-un-hongo-silvestre-similar-al-champinon-pero-altamente-peligroso-para-la-salud/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2019/12/UNCiencia_hongos_venenosos-1024x503.jpg,Artículos,Biología,2019,0.150182,3957.0,Investigadores del Laboratorio de Micología del Instituto Multidisciplinario de Biología Vegetal (UNC – Conicet) advierten que durante diciembre&#x2c; cuando comienzan las lluvias más intensas&#x2c; aparecen en las sierras cordobesas el hongo Amanita phalloides. Generalmente se lo encuentra debajo de pinos&#x2c; cedros&#x2c; álamos o robles&#x2c; con los que se asocia a nivel de las raíces. Su consumo es sumamente riesgoso: las secuelas que puede dejar van desde daños hepáticos&#x2c; hasta el deceso en casos extremos. [11.12.2019],,,,,,,,,
